hs1	LINC00917-FENDRR	chr16:86,430,087-86,430,726	chr8:123,526,795-123,527,412
hs2400	LINC00314-LINC00161	chr21:29,655,315-29,656,764	chr16:86,837,899-86,839,588
hs2403	ST5(intragenic)	chr11:8,753,701-8,755,208	chr7:116,701,781-116,703,590
hs2404	ATP2B4(intragenic)	chr1:203,660,971-203,662,806	chr1:135,640,804-135,642,296
hs2405	KIF13A(intragenic)	chr6:17,931,980-17,933,492	chr13:46,980,152-46,981,847
hs2412	PGRMC2-JADE1	chr4:129,278,773-129,280,245	chr3:40,961,680-40,963,522
hs2414	MIR8053-NFXL1	chr4:47,826,466-47,828,052	chr5:72,885,211-72,886,645
hs2415	LOC101929539-MN1	chr22:28,028,233-28,029,715	chr5:111,964,816-111,966,105
hs2417	MIR2054-INTU	chr4:128,406,285-128,407,745	chr3:40,350,995-40,353,265
hs2418	TGFBR3(intragenic)	chr1:92,310,736-92,312,231	chr5:107,679,918-107,681,461
hs2419	LOC101927356-PCLO	chr7:82,039,621-82,041,108	chr5:15,471,853-15,473,244
hs2420	CALML3-ASB13	chr10:5,627,988-5,629,809	chr13:3,725,450-3,726,462
mm1	STAT4(intragenic)	chr2:191,926,129-191,926,732	chr1:52,136,377-52,136,981
mm2	SLC30A8(intragenic)	chr8:118,184,653-118,185,098	chr15:52,166,424-52,166,999
mm3	RCOR1-TRAF3	chr14:103,213,591-103,213,779	chr12:112,380,949-112,381,824
mm4	&nbsp;	NULL	chr3:137,446,183-137,449,401
mm5	IPO11-LRRC70-HTR1A	chr5:63,181,499-63,182,856	chr13:106,327,355-106,329,352
mm6	SYNE3(intragenic)	chr14:95,898,157-95,898,931	chr12:106,177,540-106,178,279
mm7	TNFRSF19(intragenic)	chr13:24,189,444-24,190,619	chr14:61,623,576-61,624,578
mm8	IGSF21(intragenic)	chr1:18,473,083-18,476,025	chr4:139,774,060-139,775,558
mm9	IRF2(intragenic)	chr4:185,368,338-185,369,629	chr8:47,855,925-47,857,600
mm10	CDKN2B-DMRTA1	chr9:22,102,670-22,104,649	chr4:89,093,102-89,095,795
mm11	TNFRSF19(intragenic)	chr13:24,190,004-24,190,191	chr14:61,623,904-61,624,091
mm12	FOXN3(intragenic)	chr14:89,813,894-89,816,880	chr12:100,576,830-100,579,481
mm13	LOC101929681-CDH6	chr5:30,991,192-30,996,247	chr15:13,321,649-13,325,391
mm14	NTRK2(intragenic)	chr9:87,604,339-87,609,070	chr13:59,191,545-59,195,519
mm15	NREP-NREP-AS1	chr5:111,183,540-111,188,781	chr18:33,711,719-33,714,035
mm16	NRCAM(intragenic)	chr7:108,014,639-108,017,249	chr12:45,503,506-45,506,757
mm17	LIMA1(intragenic)	chr12:50,599,348-50,601,287	chr15:99,637,507-99,640,125
mm18	MIR4743-SMAD7	chr18:46,304,003-46,309,378	chr18:75,661,251-75,665,484
mm19	MEF2D-IQGAP3	chr1:156,472,500-156,475,405	chr3:87,942,027-87,944,987
mm20	PDE3A(intragenic)	chr12:20,567,466-20,568,224	chr6:141,243,328-141,244,503
mm21	NFIX(intragenic)	chr19:13,178,496-13,182,826	chr8:87,252,801-87,256,604
mm22	LOC101927586-PTPN1	chr20:49,006,793-49,012,746	chr2:167,667,874-167,671,154
mm23	CLIC4-RUNX3	chr1:25,173,706-25,175,106	chr4:134,761,760-134,763,122
mm24	MIR4742-CNIH3	chr1:224,689,616-224,693,995	chr1:183,186,068-183,189,794
mm25	GYPA(intragenic)	chr4:145,041,093-145,041,575	chr8:83,024,964-83,025,814
mm26	PARK2(intragenic)	chr6:162,837,069-162,839,547	chr17:11,278,590-11,281,146
mm28	FRMD4A(intragenic)	chr10:14,004,205-14,006,401	chr2:4,260,704-4,262,503
mm29	LINC00593-TLE3	chr15:70,147,247-70,149,536	chr9:61,448,651-61,451,473
mm30	FAM171A1-ITGA8	chr10:15,533,067-15,540,324	chr2:11,986,812-11,989,646
mm31	ZNF706-NACAP1	chr8:102,273,212-102,280,813	chr15:36,981,927-36,984,792
mm33	FLJ44313-LINC00908	chr18:74,235,956-74,238,399	chr18:83,057,021-83,060,252
mm34	IGFBP7-AS1-LPHN3	chr4:58,732,104-58,742,142	chr5:78,712,411-78,714,500
mm38	EDN3-PHACTR3	chr20:57,986,533-57,990,114	chr2:174,682,050-174,686,081
mm39	SEPT11(intragenic)	chr4:77,907,168-77,914,225	chr5:93,560,103-93,564,752
mm40	LINC00922(intragenic)	chr16:65,406,116-65,407,859	chr8:105,601,137-105,602,891
mm41	CALML3-ASB13	chr10:5,616,617-5,620,008	chr13:3,740,315-3,743,791
mm43	MIR548AU-MAGI2-AS2	chr7:78,236,974-78,241,172	chr5:19,584,950-19,588,606
mm45	LOC101928448-MAP3K1	chr5:55,944,628-55,947,658	chr13:112,743,108-112,745,779
mm46	CTGF-LINC01013	chr6:132,383,596-132,385,409	chr10:24,213,069-24,214,748
mm47	MRPL23-AS1-H19	chr11:2,009,294-2,014,740	chr7:149,754,817-149,759,817
mm48	EVX1-HIBADH	chr7:27,415,250-27,418,200	chr6:52,392,611-52,394,523
mm49	CDK14(intragenic)	chr7:90,615,951-90,618,505	chr5:5,007,239-5,009,906
mm50	MRPL23-MRPL23-AS1	chr11:1,989,579-1,992,740	chr7:149,737,471-149,740,718
mm51	PDLIM4(intragenic)	chr5:131,602,840-131,605,920	chr11:53,870,165-53,872,917
mm52	SYN3(intragenic)	chr22:33,190,858-33,194,227	chr10:85,756,972-85,760,162
mm54	SIK3(intragenic)	chr11:116,831,521-116,833,626	chr9:45,926,332-45,929,629
mm55	HAT1(intragenic)	chr2:172,820,254-172,823,828	chr2:71,256,536-71,260,128
mm56	FREM1(intragenic)	chr9:14,749,158-14,752,144	chr4:82,561,277-82,564,175
mm57	VRK2(intragenic)	chr2:58,357,064-58,359,803	chr11:26,389,088-26,391,733
mm59	ASIP-AHCY	chr20:32,856,575-32,857,416	chr2:154,875,826-154,877,830
mm60	LINC01212-FOXP1	chr3:70,120,047-70,122,477	chr6:98,062,388-98,064,826
mm61	CDH8-CDH11	chr16:62,179,828-62,181,131	chr8:102,074,407-102,075,413
mm62	CDRT4(intragenic)	chr17:15,348,058-15,351,562	chr11:62,796,906-62,800,452
mm64	RBM20(intragenic)	chr10:112,444,357-112,445,722	chr19:53,790,059-53,791,936
mm65	MIR4676-OIT3	chr10:74,650,844-74,652,397	chr10:58,905,508-58,907,081
mm67	LOC101928418-LOC100128006	chr17:12,632,826-12,635,246	chr11:65,022,357-65,023,959
mm68	NDUFS6-LOC101929034	chr5:1,840,551-1,842,101	chr13:73,435,722-73,437,761
mm69	LINC01169(intragenic)	chr15:66,971,321-66,972,541	chr9:63,892,591-63,894,756
mm70	RBPMS(intragenic)	chr8:30,268,620-30,272,105	chr8:35,014,293-35,017,541
mm71	C16orf80(intragenic)	chr16:58,152,853-58,155,186	chr8:97,950,408-97,952,214
mm72	FAM73A(intragenic)	chr1:78,299,264-78,302,303	chr3:151,966,087-151,968,814
mm73	MIR1208-LINC00977	chr8:130,003,362-130,005,444	chr15:62,897,257-62,899,166
mm74	GJA1-HSF2	chr6:122,328,007-122,332,412	chr10:56,698,914-56,701,622
mm75	TFAP2C-BMP7	chr20:55,731,794-55,733,964	chr2:172,687,463-172,689,668
mm77	MYL2-LOC100131138	chr12:111,366,608-111,369,535	chr5:122,542,227-122,544,777
mm78	RGS6(intragenic)	chr14:72,946,259-72,948,442	chr12:84,173,382-84,175,400
mm79	MIR6124-MICALCL	chr11:12,221,200-12,222,307	chr7:119,441,339-119,442,936
mm80	OPRD1-EPB41	chr1:29,209,713-29,213,404	chr4:131,631,431-131,635,142
mm81	FGD2-PIM1	chr6:37,066,981-37,067,489	chr17:29,570,606-29,572,303
mm82	LBH-LCLAT1	chr2:30,582,206-30,586,655	chr17:73,371,503-73,373,491
mm84	SCUBE1(intragenic)	chr22:43,634,968-43,636,917	chr15:83,469,258-83,471,148
mm85	MIR744-LINC00670	chr17:12,128,001-12,131,463	chr11:65,462,408-65,465,145
mm86	GYG1(intragenic)	chr3:148,717,613-148,719,608	chr3:20,044,305-20,045,900
mm87	POPDC3-PREP	chr6:105,673,389-105,675,851	chr10:44,948,419-44,951,592
mm88	TRAK2(intragenic)	chr2:202,296,954-202,299,114	chr1:59,009,748-59,013,257
mm89	MAS1-IGF2R	chr6:160,375,827-160,378,726	chr17:12,982,583-12,985,936
mm90	IER3-DDR1	chr6:30,807,766-30,812,561	chr17:35,856,798-35,858,730
mm91	PARVB(intragenic)	chr22:44,398,250-44,399,797	chr15:84,047,967-84,051,143
mm92	RBM38-CTCFL	chr20:55,984,496-55,985,417	chr2:172,860,299-172,862,341
mm93	CASQ2-NHLH2	chr1:116,334,984-116,336,373	chr3:101,865,977-101,867,575
mm94	A2ML1(intragenic)	chr12:8,995,986-9,002,252	chr6:122,342,623-122,346,341
mm95	NPRL3(intragenic)	chr16:162,972-164,800	chr11:32,150,452-32,152,344
mm97	FAM46C-GDAP2	chr1:118,201,046-118,206,903	chr3:100,241,120-100,244,013
mm99	MIR5093-GSE1	chr16:85,415,114-85,416,594	chr8:122,894,800-122,896,576
mm100	TPM1(intragenic)	chr15:63,341,045-63,344,184	chr9:66,888,473-66,891,328
mm101	NPRL3(intragenic)	chr16:154,528-155,614	chr11:32,145,270-32,146,411
mm102	FNDC9-NIPAL4	chr5:156,814,071-156,815,807	chr11:46,014,860-46,016,769
mm103	FAM49A-RAD51AP2	chr2:16,936,052-16,936,333	chr12:12,185,902-12,186,724
mm104	MIR7848-WISP1	chr8:134,104,900-134,107,182	chr15:66,655,863-66,658,724
mm105	ST3GAL1(intragenic)	chr8:134,538,646-134,540,660	chr15:66,973,595-66,975,198
mm106	MB-APOL6	chr22:36,025,972-36,040,652	chr15:76,867,070-76,869,194
mm107	RCAN1(intragenic)	chr21:35,930,697-35,932,013	chr16:92,427,698-92,430,376
mm108	RPS6KA2-IT1-MIR1913	chr6:166,885,450-166,887,524	chr17:7,472,842-7,474,317
mm109	MARCH3(intragenic)	chr5:126,334,699-126,337,066	chr18:57,056,572-57,058,645
mm112	SNRPE-LINC00303	chr1:203,904,265-203,909,112	chr1:135,445,890-135,447,463
mm123	ATOH8(intragenic)	chr2:85,997,018-86,001,019	chr6:72,165,180-72,168,822
mm127	VMP1(intragenic)	chr17:57,914,100-57,916,115	chr11:86,399,698-86,401,331
mm129	RUNX1T1(intragenic)	chr8:93,030,911-93,033,251	chr4:13,758,569-13,761,157
mm130	LOC401324-HERPUD2	chr7:35,412,691-35,416,477	chr9:24,691,516-24,694,512
mm131	AUTS2(intragenic)	chr7:69,399,060-69,400,400	chr5:132,705,022-132,706,230
mm132	CAP2(intragenic)	chr6:17,473,132-17,475,112	chr13:46,666,689-46,669,718
mm133	GALNT10(intragenic)	chr5:153,575,869-153,578,005	chr11:57,464,180-57,466,246
mm134	DUSP10(intragenic)	chr1:221,906,793-221,908,482	chr1:185,865,149-185,866,641
mm135	LOC100505716-FLJ31356	chr2:28,534,311-28,536,095	chr5:32,368,077-32,369,545
mm136	GPR124(intragenic)	chr8:37,683,085-37,685,353	chr8:28,216,799-28,218,903
mm138	CTAGE1-LOC101927571	chr18:20,049,582-20,052,986	chr18:11,371,312-11,374,453
mm140	PDE7B(intragenic)	chr6:136,423,552-136,426,361	chr10:20,204,708-20,208,573
mm142	FAM117A(intragenic)	chr17:47,816,216-47,818,818	chr11:95,217,123-95,219,510
mm143	SLC16A1-AS1-LOC100996251	chr1:113,540,023-113,542,060	chr3:104,400,858-104,404,522
mm144	RBM19(intragenic)	chr12:114,370,116-114,371,416	chr5:120,585,787-120,586,943
mm145	SCMH1-FOXO6	chr1:41,711,100-41,713,009	chr4:120,064,208-120,066,551
mm146	SSH2(intragenic)	chr17:27,994,720-27,996,888	chr11:77,235,971-77,237,943
mm149	DISC2-SIPA1L2	chr1:232,090,699-232,102,180	chr8:127,740,943-127,743,751
mm152	CTDP1-KCNG2	chr18:77,612,100-77,616,263	chr18:80,526,858-80,529,100
mm153	GS1-122H1.2(intragenic)	chr1:182,204,702-182,205,756	chr1:155,880,986-155,881,987
mm154	&nbsp;	NULL	chr11:11,856,745-11,857,746
mm156	AGPAT4-IT1-PARK2	chr6:161,581,675-161,583,351	chr17:12,396,817-12,398,613
mm160	NEK6(intragenic)	chr9:127,047,286-127,049,288	chr2:38,390,575-38,392,603
mm161	BCL2L1(intragenic)	chr20:30,297,827-30,298,698	chr2:152,643,108-152,643,933
mm163	TMEM14E-P2RY1	chr3:152,148,185-152,150,477	chr3:60,406,133-60,407,586
mm164	FAM46C(intragenic)	chr1:118,155,572-118,156,297	chr3:100,286,276-100,286,861
mm165	SLC2A1-AS1-FAM183A	chr1:43,523,840-43,524,849	chr4:118,691,756-118,692,681
mm168	NINJ2(intragenic)	chr12:700,303-701,400	chr6:120,124,252-120,125,226
mm169	BLM-FURIN	chr15:91,365,887-91,366,937	chr7:87,589,954-87,591,386
mm170	IQGAP1(intragenic)	chr15:90,943,381-90,944,617	chr7:87,933,824-87,935,070
mm172	TTC29-EDNRA	chr4:148,094,471-148,096,457	chr8:80,511,214-80,513,034
mm173	FLJ44087(intragenic)	chr18:43,045,774-43,046,625	chr18:78,532,521-78,533,281
mm174	KIAA0556(intragenic)	chr16:27,648,396-27,649,573	chr7:132,907,561-132,908,867
mm178	GRB10(intragenic)	chr7:50,725,971-50,726,398	chr11:11,861,859-11,862,624
mm180	FAM50B-PRPF4B	chr6:3,943,635-3,944,272	chr13:34,919,435-34,920,768
mm181	ENTPD4-SLC25A37	chr8:23,365,502-23,366,985	chr14:69,922,497-69,923,744
mm182	AQR(intragenic)	chr15:35,183,632-35,184,148	chr2:113,949,124-113,949,618
mm183	KCNQ1(intragenic)	chr11:2,472,146-2,472,313	chr7:150,297,965-150,298,873
mm187	CCDC158(intragenic)	chr4:77,252,648-77,252,829	chr5:93,056,779-93,057,403
mm190	LIPC(intragenic)	chr15:58,818,261-58,818,883	chr9:70,682,343-70,683,041
mm191	PLA2G6(intragenic)	chr22:38,568,848-38,569,549	chr15:79,153,984-79,154,542
mm192	TMEM170B-ADTRP	chr6:11,586,019-11,588,706	chr13:41,738,581-41,740,052
mm193	TBC1D7-GFOD1	chr6:13,358,739-13,360,334	chr13:43,291,289-43,292,448
mm194	PPAPDC3-PRRC2B	chr9:134,206,377-134,207,450	chr2:31,983,250-31,984,106
mm195	WBP1L(intragenic)	chr10:104,529,303-104,530,496	chr19:46,692,988-46,694,228
mm196	LOC400548-LINC00311	chr16:85,291,893-85,299,667	chr8:122,815,912-122,818,693
mm200	&nbsp;	NULL	chr10:80,236,556-80,237,744
mm201	&nbsp;	NULL	chr11:57,775,642-57,776,645
mm210	CORO2B-ANP32A	chr15:69,023,125-69,024,126	chr9:62,262,456-62,263,484
mm211	SKOR1-PIAS1	chr15:68,176,260-68,177,920	chr9:62,956,042-62,958,045
mm213	MYH10-CCDC42	chr17:8,600,374-8,601,109	chr11:68,436,977-68,437,676
mm215	ENTPD4-SLC25A37	chr8:23,351,298-23,352,800	chr14:69,935,881-69,937,057
mm218	SMAD2-ZBTB7C	chr18:45,472,840-45,473,700	chr18:76,381,562-76,382,380
mm223	ZMIZ1(intragenic)	chr10:80,908,024-80,910,589	chr14:26,344,109-26,346,044
mm224	&nbsp;	NULL	chr11:45,618,819-45,619,547
mm228	LOC100422737(intragenic)	chr6:107,193,606-107,194,197	chr10:43,465,944-43,466,484
mm235	HIVEP1-EDN1	chr6:12,245,345-12,246,332	chr13:42,353,470-42,354,420
mm236	TTC29-EDNRA	chr4:148,083,963-148,084,831	chr8:80,525,507-80,526,411
mm238	FAM129B(intragenic)	chr9:130,289,872-130,291,291	chr2:32,763,799-32,765,044
mm241	FOXL1-LOC101928708	chr16:86,668,620-86,669,848	chr8:123,694,003-123,695,039
mm242	FOXP1-MIR1284	chr3:71,339,334-71,340,464	chr6:99,201,421-99,202,233
mm244	CTSB-DEFB136	chr8:11,806,668-11,807,422	chr14:63,681,001-63,681,903
mm245	BLK-LINC00208	chr8:11,429,292-11,431,401	chr14:63,986,626-63,988,682
mm247	LINC00841-LOC100130539	chr10:44,756,735-44,757,992	chr6:117,229,227-117,230,427
mm250	&nbsp;	NULL	chr3:98,658,974-98,659,553
mm251	CADM1-LINC00900	chr11:115,523,621-115,524,406	chr9:47,184,595-47,185,443
mm252	LOC101926962-GPR110	chr6:46,957,267-46,957,924	chr17:43,466,537-43,467,169
mm253	&nbsp;	NULL	chr5:38,900,507-38,901,138
mm255	MIR8063-TMCO5A	chr15:37,288,089-37,289,173	chr2:115,788,221-115,789,276
mm256	GRIN2B-ATF7IP	chr12:14,409,373-14,411,920	chr6:136,415,765-136,418,198
mm257	MIR4743-SMAD7	chr18:46,307,152-46,308,514	chr18:75,662,017-75,663,321
mm260	TMED10-FOS	chr14:75,724,441-75,726,738	chr12:86,795,350-86,797,239
mm261	AKAP2(intragenic)	chr9:112,888,099-112,890,341	chr4:57,858,433-57,860,639
mm263	HBE1-OR51B4	chr11:5,296,561-5,298,041	chr7:111,007,150-111,008,395
mm264	&nbsp;	NULL	chr11:87,235,852-87,237,215
mm265	CASC15(intragenic)	chr6:21,846,479-21,848,213	chr13:28,809,515-28,811,310
mm269	ZFAND5(intragenic)	chr9:74,977,198-74,978,015	chr19:21,348,574-21,349,333
mm270	SKIDA1(intragenic)	chr10:21,804,648-21,805,455	chr2:17,967,860-17,968,682
mm271	LOC100507459(intragenic)	chr20:304,051-305,012	chr2:152,224,827-152,225,462
mm275	ACKR3-COPS8	chr2:237,528,686-237,531,061	chr1:92,142,824-92,144,268
mm276	KIF6(intragenic)	chr6:39,577,438-39,578,525	chr17:49,830,106-49,831,273
mm279	TLR4-BRINP1	chr9:120,525,450-120,526,343	chr4:66,555,426-66,556,324
mm282	MIR6888-WDSUB1	chr2:160,067,927-160,068,507	chr2:59,666,830-59,667,418
mm285	SKOR1-PIAS1	chr15:68,132,162-68,135,126	chr9:62,979,394-62,981,242
mm286	CASS4(intragenic)	chr20:55,030,307-55,031,407	chr2:172,256,034-172,256,864
mm289	ZC3H4(intragenic)	chr19:47,610,051-47,611,893	chr7:16,990,095-16,991,760
mm291	GYPC(intragenic)	chr2:127,431,242-127,432,476	chr18:32,701,598-32,702,895
mm292	&nbsp;	NULL	chr12:53,329,835-53,330,413
mm296	NRXN3(intragenic)	chr14:78,906,323-78,907,337	chr12:90,222,342-90,223,370
mm300	RIN2-NAA20	chr20:19,983,640-19,984,230	chr2:145,714,047-145,714,492
mm303	TMEM108(intragenic)	chr3:132,854,273-132,854,839	chr9:103,581,439-103,581,987
mm304	LDLRAD4(intragenic)	chr18:13,381,738-13,382,599	chr18:68,218,430-68,219,367
mm307	RNF10(intragenic)	chr12:120,978,188-120,978,644	chr5:115,716,995-115,717,570
mm308	LOC101926925(intragenic)	chr1:59,522,444-59,523,783	chr4:94,984,220-94,985,425
mm311	SYDE2-C1orf52	chr1:85,690,640-85,691,482	chr3:145,627,063-145,627,893
mm313	C12orf79(intragenic)	chr12:92,441,217-92,441,784	chr10:96,170,954-96,171,491
mm315	ACKR3-COPS8	chr2:237,596,178-237,597,807	chr1:92,185,511-92,186,963
mm316	SPEN(intragenic)	chr1:16,175,203-16,176,288	chr4:141,092,676-141,093,774
mm318	C1orf86-SKI	chr1:2,142,309-2,144,864	chr4:154,608,788-154,610,276
mm320	&nbsp;	NULL	chr2:30,509,784-30,511,968
mm321	GNB1L(intragenic)	chr22:19,784,985-19,788,010	chr16:18,554,261-18,557,730
mm324	ITPRIP(intragenic)	chr10:106,087,000-106,089,175	chr19:47,982,949-47,985,086
mm329	KIAA1671(intragenic)	chr22:25,479,455-25,482,358	chr5:113,580,972-113,583,248
mm330	GLIS1(intragenic)	chr1:54,011,228-54,014,808	chr4:107,274,653-107,277,218
mm334	WASF2-AHDC1	chr1:27,830,474-27,832,177	chr4:132,672,507-132,674,339
mm335	FOXL1-LOC101928708	chr16:86,911,677-86,913,111	chr8:123,806,947-123,808,321
mm336	LRRC74-IRF2BPL	chr14:77,396,197-77,399,897	chr12:88,151,548-88,154,251
mm338	LOC101928737-JPH3	chr16:87,549,103-87,549,570	chr8:124,189,098-124,190,018
mm339	EXOC7-FOXJ1	chr17:74,118,107-74,118,584	chr11:116,180,317-116,181,309
mm342	RPL29-DUSP7	chr3:52,072,735-52,076,087	chr9:106,285,326-106,287,994
mm343	LOC101060004-LINC00494	chr20:46,783,239-46,786,797	chr2:166,178,365-166,180,321
mm346	LOC149950-C20orf203	chr20:31,214,491-31,216,143	chr2:153,386,026-153,387,676
mm362	RPL29-DUSP7	chr3:52,039,346-52,041,545	chr9:106,319,282-106,321,124
mm366	LINC00598(intragenic)	chr13:41,053,302-41,054,270	chr3:52,205,048-52,206,052
mm368	SNAI1-TRERNA1	chr20:48,636,342-48,640,181	chr2:167,395,381-167,396,743
mm370	TBX5-AS1-TBX3	chr12:114,857,536-114,859,474	chr5:120,271,992-120,274,249
mm371	CDKN2B-DMRTA1	chr9:22,073,411-22,080,488	chr4:89,054,899-89,060,474
mm372	CDKN2B-DMRTA1	chr9:22,079,915-22,082,547	chr4:89,059,942-89,066,758
mm373	CDKN2B-DMRTA1	chr9:22,083,893-22,089,829	chr4:89,066,522-89,073,392
mm374	CDKN2B-DMRTA1	chr9:22,088,648-22,089,829	chr4:89,072,503-89,077,616
mm375	&nbsp;	NULL	chr4:89,077,296-89,083,848
mm376	CDKN2B-DMRTA1	chr9:22,089,704-22,097,954	chr4:89,083,402-89,087,829
mm377	CDKN2B-DMRTA1	chr9:22,101,285-22,108,085	chr4:89,092,028-89,098,985
mm378	CDKN2B-DMRTA1	chr9:22,107,567-22,113,900	chr4:89,098,407-89,106,169
mm379	&nbsp;	NULL	chr4:89,105,875-89,113,247
mm380	CDKN2B-DMRTA1	chr9:22,118,503-22,125,325	chr4:89,112,773-89,119,591
mm381	CDKN2B-DMRTA1	chr9:22,125,012-22,125,356	chr4:89,118,823-89,122,232
mm382	LOC101929268(intragenic)	chr8:49,492,108-49,493,409	chr16:15,054,543-15,055,683
mm383	UBE2V2-LOC101929268	chr8:49,340,594-49,342,188	chr16:15,194,506-15,196,209
mm384	LOC101927620-MIR5580	chr14:53,959,733-53,961,065	chr14:46,563,515-46,564,802
mm385	LOC101927620-MIR5580	chr14:54,257,240-54,258,156	chr14:46,843,672-46,844,634
mm386	LOC101927620-MIR5580	chr14:54,280,465-54,282,074	chr14:46,867,125-46,868,803
mm387	BMP4-CDKN3	chr14:54,690,378-54,691,482	chr14:47,230,345-47,231,452
mm389	MAGI2(intragenic)	chr7:77,851,996-77,853,002	chr5:19,999,592-20,000,707
mm390	RSBN1L(intragenic)	chr7:77,326,762-77,327,772	chr5:20,455,841-20,456,804
mm391	FBXL13(intragenic)	chr7:102,481,344-102,482,868	chr5:21,001,718-21,003,173
mm394	WDR86-AS1(intragenic)	chr7:151,106,899-151,108,508	chr5:24,236,372-24,237,661
mm397	MIR4450-SOWAHB	chr4:77,732,780-77,733,943	chr5:93,426,293-93,427,320
mm398	BET1-COL1A2	chr7:93,997,097-93,999,008	chr6:4,433,463-4,435,322
mm399	BET1-COL1A2	chr7:94,004,103-94,006,017	chr6:4,438,993-4,440,635
mm400	COL1A2-CASD1	chr7:94,073,344-94,074,914	chr6:4,503,537-4,505,066
mm401	NPVF-RNU6-16P	chr7:25,433,609-25,434,686	chr6:50,760,699-50,761,820
mm402	NPVF-RNU6-16P	chr7:25,447,351-25,449,985	chr6:50,771,118-50,773,588
mm403	NPVF-RNU6-16P	chr7:25,589,443-25,591,311	chr6:50,874,547-50,876,236
mm404	NPVF-RNU6-16P	chr7:25,634,685-25,636,381	chr6:50,906,955-50,908,237
mm405	NPVF-RNU6-16P	chr7:25,668,386-25,670,239	chr6:50,931,070-50,932,329
mm406	NPVF-RNU6-16P	chr7:25,672,535-25,673,378	chr6:50,933,966-50,934,809
mm407	NPVF-RNU6-16P	chr7:25,757,431-25,758,861	chr6:51,001,771-51,003,272
mm408	NPVF-RNU6-16P	chr7:25,826,942-25,827,954	chr6:51,054,234-51,055,194
mm409	RNU6-16P-MIR148A	chr7:25,896,209-25,897,202	chr6:51,122,426-51,123,472
mm410	MIR148A-NFE2L3	chr7:26,053,851-26,057,654	chr6:51,283,773-51,284,475
mm411	MIR148A-NFE2L3	chr7:26,100,543-26,101,462	chr6:51,311,842-51,312,695
mm412	C7orf71-HOXA1	chr7:26,706,500-26,708,024	chr6:51,807,234-51,808,613
mm413	COMTD1-ZNF503-AS1	chr10:77,000,793-77,002,284	chr14:22,672,416-22,672,907
mm414	LOC101929234-C10orf11	chr10:77,301,010-77,303,664	chr14:22,932,437-22,935,173
mm415	KCNMA1(intragenic)	chr10:78,823,787-78,824,390	chr14:24,305,235-24,305,824
mm416	KCNMA1(intragenic)	chr10:78,832,162-78,833,127	chr14:24,313,046-24,314,033
mm417	KCNMA1(intragenic)	chr10:78,860,479-78,861,943	chr14:24,339,368-24,340,820
mm418	FRMD4A(intragenic)	chr10:14,049,725-14,054,057	chr2:4,218,373-4,222,502
mm419	FRMD4A(intragenic)	chr10:13,996,838-13,998,138	chr2:4,269,384-4,270,399
mm420	FRMD4A(intragenic)	chr10:13,981,094-13,981,892	chr2:4,282,954-4,283,735
mm422	FRMD4A(intragenic)	chr10:13,752,200-13,754,149	chr2:4,477,190-4,478,921
mm423	FRMD4A(intragenic)	chr10:13,714,414-13,715,663	chr2:4,508,631-4,509,808
mm424	SEPHS1(intragenic)	chr10:13,387,564-13,389,145	chr2:4,803,690-4,804,809
mm425	MSX1-CYTL1	chr4:4,866,552-4,867,665	chr5:38,209,891-38,210,884
mm426	STX18-AS1-MSX1	chr4:4,856,277-4,860,225	chr5:38,216,908-38,220,459
mm427	STX18-AS1-MSX1	chr4:4,756,237-4,758,006	chr5:38,292,345-38,293,732
mm428	STX18-AS1-MSX1	chr4:4,736,431-4,737,277	chr5:38,308,981-38,309,833
mm429	STX18-AS1(intragenic)	chr4:4,667,671-4,669,193	chr5:38,358,862-38,360,435
mm430	SERTAD4-HHAT	chr1:210,474,512-210,475,693	chr1:194,615,787-194,617,278
mm433	SERTAD4(intragenic)	chr1:210,409,845-210,410,773	chr1:194,677,834-194,678,651
mm434	ARHGAP29-ABCD3	chr1:94,712,025-94,712,999	chr3:121,656,460-121,657,309
mm435	ABCA4(intragenic)	chr1:94,580,867-94,583,522	chr3:121,750,389-121,752,165
mm436	LOC100129046-DNTTIP2	chr1:94,311,776-94,313,246	chr3:121,995,833-121,997,185
mm438	CUEDC1(intragenic)	chr17:55,951,771-55,953,051	chr11:87,994,050-87,995,154
mm439	CCDC182-MRPS23	chr17:55,839,263-55,841,081	chr11:88,087,581-88,089,577
mm440	MSI2(intragenic)	chr17:55,550,123-55,552,608	chr11:88,341,352-88,342,981
mm441	MSI2(intragenic)	chr17:55,515,330-55,516,765	chr11:88,368,293-88,369,318
mm445	GFRA1(intragenic)	chr10:117,952,116-117,953,577	chr19:58,446,412-58,447,552
mm447	SLC18A2(intragenic)	chr10:119,008,064-119,009,156	chr19:59,341,618-59,342,768
mm448	EMX2OS(intragenic)	chr10:119,262,384-119,264,248	chr19:59,497,704-59,500,060
mm449	CASC2-FAM204A	chr10:119,867,800-119,869,350	chr19:60,091,345-60,092,740
mm450	ETNK1-SOX5	chr12:22,962,473-22,963,834	chr6:143,245,793-143,246,980
mm451	ETNK1-SOX5	chr12:23,145,928-23,147,642	chr6:143,385,859-143,387,546
mm456	LINC00477-BCAT1	chr12:24,912,800-24,914,181	chr6:144,893,162-144,894,534
mm457	MIR1208-LINC00977	chr8:129,806,420-129,807,593	chr15:62,734,249-62,735,455
mm458	MIR1208-LINC00977	chr8:130,117,333-130,118,186	chr15:63,025,492-63,026,343
